Short_Name,School_ID,the_geom,Address,Zip,Lat,Long,Network,Governance,Grade_Cat,Grades,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
BRADWELL,609806,POINT (-87.55714197050366 41.75436513144242),7736 S Burnham Ave,60649,41.754365,-87.557142,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6600,12,SOUTH SHORE,7,Natashia Holmes
HAMPTON,609807,POINT (-87.70873128492987 41.75345719261593),3434 W 77th St,60652,41.753457,-87.708731,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4030,10,ASHBURN,18,Lona Lane
HALEY,609808,POINT (-87.63363213640979 41.68665996971829),11411 S Eggleston Ave,60628,41.68666,-87.633632,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5340,13,ROSELAND,34,Carrie M. Austin
BRENTANO,609809,POINT (-87.69629419836876 41.93096609572725),2723 N Fairfield Ave,60647,41.930966,-87.696294,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4100,4,LOGAN SQUARE,32,Scott Waguespack
BRIDGE,609810,POINT (-87.7986689200407 41.949114385919835),3800 N New England Ave,60634,41.949114,-87.798669,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3718,1,DUNNING,38,Timothy M. Cullerton
BRIGHT,609811,POINT (-87.56208422942571 41.6997262209657),10740 S Calhoun Ave,60617,41.699726,-87.562084,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6215,13,SOUTH DEERING,10,John A. Pope
BROWN W,609812,POINT (-87.67068239105942 41.882996783927005),54 N Hermitage Ave,60612,41.882997,-87.670682,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7250,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
BROWNELL,609813,POINT (-87.62174596862914 41.77162035925952),6741 S Michigan Ave,60637,41.77162,-87.621746,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)535-3030,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
BOUCHET,609815,POINT (-87.57607485768892 41.760847480286166),7355 S Jeffery Blvd,60649,41.760847,-87.576075,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0501,12,SOUTH SHORE,7,Natashia Holmes
BUDLONG,609817,POINT (-87.69655603224551 41.97575432987602),2701 W Foster Ave,60625,41.975754,-87.696556,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2591,2,LINCOLN SQUARE,40,Patrick O'Connor
BURBANK,609818,POINT (-87.78269957037274 41.917598137128664),2035 N Mobile Ave,60639,41.917598,-87.7827,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3000,3,BELMONT CRAGIN,29,Deborah L. Graham
BURKE,609819,POINT (-87.6161405241058 41.79675956329529),5356 S King Dr,60615,41.79676,-87.616141,OS4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1325,9,WASHINGTON PARK,3,Patricia R. Dowell
BURLEY,609820,POINT (-87.66985312360681 41.93793747338803),1630 W Barry Ave,60657,41.937937,-87.669853,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5475,4,LAKE VIEW,32,Scott Waguespack
BURNHAM,609821,POINT (-87.56713059141286 41.71440206202355),9928 S Crandon Ave,60617,41.714402,-87.567131,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6530,13,SOUTH DEERING,7,Natashia Holmes
CASTELLANOS,609826,POINT (-87.714927013747 41.84544987859062),2524 S Central Park Ave,60623,41.84545,-87.714927,Network 7,District,ES,"4, 5, 6, 7, 8",1(773)534-1620,7,SOUTH LAWNDALE,22,Ricardo Munoz
BURNSIDE,609827,POINT (-87.60743532151997 41.72848063786238),650 E 91st Pl,60619,41.728481,-87.607435,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3300,12,CHATHAM,8,Michelle A. Harris
BURR,609828,POINT (-87.66866060400173 41.912357907608396),1621 W Wabansia Ave,60622,41.912358,-87.668661,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4090,6,WEST TOWN,32,Scott Waguespack
BURROUGHS,609829,POINT (-87.69245662874545 41.82886790679988),3542 S Washtenaw Ave,60632,41.828868,-87.692457,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7226,8,BRIGHTON PARK,12,George A. Cardenas
BRUNSON,609830,POINT (-87.76560565794742 41.89766257127694),932 N Central Ave,60651,41.897663,-87.765606,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6025,3,AUSTIN,29,Deborah L. Graham
BYRNE,609832,POINT (-87.79154448272317 41.79503096442445),5329 S Oak Park Ave,60638,41.795031,-87.791544,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2170,10,GARFIELD RIDGE,23,Michael R. Zalewski
CALDWELL,609833,POINT (-87.58072902769884 41.739226354809425),8546 S Cregier Ave,60617,41.739226,-87.580729,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6300,12,AVALON PARK,8,Michelle A. Harris
LITTLE VILLAGE,609834,POINT (-87.71731895283156 41.84369811780561),2620 S Lawndale Ave,60623,41.843698,-87.717319,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1880,7,SOUTH LAWNDALE,22,Ricardo Munoz
CAMERON,609835,POINT (-87.7179266352801 41.90379211755903),1234 N Monticello Ave,60651,41.903792,-87.717927,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4290,5,HUMBOLDT PARK,26,Roberto Maldonado
CANTY,609836,POINT (-87.82929570056865 41.94800702741078),3740 N Panama Ave,60634,41.948007,-87.829296,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1238,1,DUNNING,38,Timothy M. Cullerton
CARNEGIE,609837,POINT (-87.59079500880739 41.783368322962005),1414 E 61st Pl,60637,41.783368,-87.590795,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0530,9,WOODLAWN,20,Willie B. Cochran
CARROLL,609839,POINT (-87.69601207553609 41.74251662622091),2929 W 83rd St,60652,41.742517,-87.696012,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9414,10,ASHBURN,18,Lona Lane
CARSON,609842,POINT (-87.68779954330209 41.79327214360274),5516 S Maplewood Ave,60629,41.793272,-87.6878,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9222,8,GAGE PARK,15,Toni L. Foulkes
CARTER,609844,POINT (-87.62245275222128 41.78982790477037),5740 S Michigan Ave,60637,41.789828,-87.622453,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0860,9,WASHINGTON PARK,20,Willie B. Cochran
CARVER G,609845,POINT (-87.59951563229662 41.653702115282826),901 E 133rd Pl,60827,41.653702,-87.599516,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5674,13,RIVERDALE,9,Anthony A. Beale
ALDRIDGE,609848,POINT (-87.60647384722472 41.65740496963247),630 E 131st St,60827,41.657405,-87.606474,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5614,13,RIVERDALE,9,Anthony A. Beale
CASSELL,609849,POINT (-87.70321548851709 41.68734705469558),11314 S Spaulding Ave,60655,41.687347,-87.703215,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2640,10,MOUNT GREENWOOD,19,Matthew J. O'Shea
GREELEY,609850,POINT (-87.65097986913507 41.952809511505976),832 W Sheridan Rd,60613,41.95281,-87.65098,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5800,4,LAKE VIEW,46,James Cappleman
CHALMERS,609851,POINT (-87.69525936896072 41.86643525173846),2745 W Roosevelt Rd,60608,41.866435,-87.695259,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1720,5,NORTH LAWNDALE,28,Jason C. Ervin
CHAPPELL,609852,POINT (-87.6832635915828 41.97589430008067),2135 W Foster Ave,60625,41.975894,-87.683264,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2390,2,LINCOLN SQUARE,40,Patrick O'Connor
CHASE,609853,POINT (-87.69456225114092 41.917992652524866),2021 N Point St,60647,41.917993,-87.694562,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4185,4,LOGAN SQUARE,1,Proco (Joe) Moreno III
CHOPIN,609854,POINT (-87.68893676228166 41.8967126885193),2450 W Rice St,60622,41.896713,-87.688937,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4080,5,WEST TOWN,26,Roberto Maldonado
CHRISTOPHER,609855,POINT (-87.68560700279922 41.801658623867255),5042 S Artesian Ave,60632,41.801659,-87.685607,Network 8,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9375,8,GAGE PARK,14,Edward M. Burke
CLAY,609856,POINT (-87.5446135978392 41.654558148152226),13231 S Burley Ave,60633,41.654558,-87.544614,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5600,13,HEGEWISCH,10,John A. Pope
CLEVELAND,609857,POINT (-87.70644252562083 41.95204212105171),3121 W Byron St,60618,41.952042,-87.706443,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5130,1,IRVING PARK,33,Deborah Mell
CLINTON,609859,POINT (-87.69835995456619 41.99254135967918),6110 N Fairfield Ave,60659,41.992541,-87.69836,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2025,2,WEST RIDGE,40,Patrick O'Connor
CLISSOLD,609861,POINT (-87.68089678722623 41.69302600601038),2350 W 110th Pl,60643,41.693026,-87.680897,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2560,10,MORGAN PARK,19,Matthew J. O'Shea
COLES,609862,POINT (-87.56596977129497 41.74141280665119),8441 S Yates Blvd,60617,41.741413,-87.56597,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6550,12,SOUTH CHICAGO,7,Natashia Holmes
COLUMBUS,609863,POINT (-87.68193804940178 41.899565775005705),1003 N Leavitt St,60622,41.899566,-87.681938,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4350,5,WEST TOWN,2,Bob Fioretti
COOK,609864,POINT (-87.65977459028453 41.74523702100367),8150 S Bishop St,60620,41.745237,-87.659775,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3315,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
JORDAN,609865,POINT (-87.67776251668089 42.017087590797864),7414 N Wolcott Ave,60626,42.017088,-87.677763,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2220,2,ROGERS PARK,49,Joe A. Moore
COONLEY,609866,POINT (-87.6837653003924 41.955553194279794),4046 N Leavitt St,60618,41.955553,-87.683765,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5140,2,NORTH CENTER,47,Ameya Pawar
COOPER,609867,POINT (-87.66722708432971 41.85603119171157),1624 W 19th St,60608,41.856031,-87.667227,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)534-7205,7,LOWER WEST SIDE,25,Daniel S. Solis
LANGFORD,609869,POINT (-87.6571692055841 41.78468086070149),6010 S Throop St,60636,41.784681,-87.657169,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9180,11,WEST ENGLEWOOD,16,JoAnn Thompson
CORKERY,609870,POINT (-87.73119286519041 41.845602421801),2510 S Kildare Ave,60623,41.845602,-87.731193,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1650,7,SOUTH LAWNDALE,22,Ricardo Munoz
VICK,609871,POINT (-87.68567659747706 41.6881908373849),2554 W 113th St,60655,41.688191,-87.685677,Network 10,District,ES,PK,1(773)535-2671,10,MORGAN PARK,19,Matthew J. O'Shea
PEREZ,609872,POINT (-87.65798012817092 41.856028722413164),1241 W 19th St,60608,41.856029,-87.65798,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7650,7,LOWER WEST SIDE,25,Daniel S. Solis
CROWN,609873,POINT (-87.71247015110579 41.85266348732753),2128 S Saint Louis Ave,60623,41.852663,-87.71247,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1680,5,NORTH LAWNDALE,24,Michael D. Chandler
DIRKSEN,609874,POINT (-87.84104144206444 41.973714777017804),8601 W Foster Ave,60656,41.973715,-87.841041,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1090,1,OHARE,41,Mary O'Connor
DARWIN,609875,POINT (-87.70541291325716 41.92332271704915),3116 W Belden Ave,60647,41.923323,-87.705413,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4110,4,LOGAN SQUARE,32,Scott Waguespack
DAVIS N,609876,POINT (-87.7002021605695 41.821851614213344),3014 W 39th Pl,60632,41.821852,-87.700202,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4540,8,BRIGHTON PARK,12,George A. Cardenas
DAWES,609879,POINT (-87.7173534238224 41.745077751391904),3810 W 81st Pl,60652,41.745078,-87.717353,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2350,10,ASHBURN,18,Lona Lane
DECATUR,609880,POINT (-87.70461859277748 42.00928855665608),7030 N Sacramento Ave,60645,42.009289,-87.704619,Network 2,District,ES,"K, 1, 2, 3, 4, 5, 6",1(773)534-2201,2,WEST RIDGE,50,Debra L. Silverstein
DENEEN,609883,POINT (-87.62334458913998 41.76249026378383),7240 S Wabash Ave,60619,41.76249,-87.623345,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3035,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
DEVER,609884,POINT (-87.81313152493892 41.942551669077154),3436 N Osceola Ave,60634,41.942552,-87.813132,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3090,1,DUNNING,38,Timothy M. Cullerton
DEWEY,609885,POINT (-87.64265157812974 41.795645683032404),5415 S Union Ave,60609,41.795646,-87.642652,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1666,11,NEW CITY,20,Willie B. Cochran
DIXON,609887,POINT (-87.60997887509946 41.74366924140373),8306 S Saint Lawrence Ave,60619,41.743669,-87.609979,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3834,12,CHATHAM,6,Roderick T. Sawyer
DODGE,609888,POINT (-87.70379373544037 41.88918417483859),431 N Troy St,60612,41.889184,-87.703794,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6640,5,HUMBOLDT PARK,27,"Walter Burnett, Jr."
DOOLITTLE,609891,POINT (-87.61227454254565 41.831120628379374),535 E 35th St,60616,41.831121,-87.612275,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1040,9,DOUGLAS,4,"William ""Will"" D. Burns"
DORE,609893,POINT (-87.78760442137504 41.780954463499384),6108 S Natoma Ave,60638,41.780954,-87.787604,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2080,10,CLEARING,13,Marty Quinn
DRAKE,609894,POINT (-87.62855344680256 41.844043312481176),2710 S Dearborn St,60616,41.844043,-87.628553,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9129,9,DOUGLAS,3,Patricia R. Dowell
TURNER-DREW,609895,POINT (-87.63016447922544 41.72560921545335),9300 S Princeton Ave,60620,41.725609,-87.630164,Network 11,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5720,11,ROSELAND,21,"Howard B. Brookins, Jr."
DRUMMOND,609896,POINT (-87.67449459921097 41.91591380141686),1845 W Cortland St,60622,41.915914,-87.674495,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4120,6,LOGAN SQUARE,32,Scott Waguespack
EARLE,609897,POINT (-87.67554666058277 41.781225172259),2040 W 62nd St,60636,41.781225,-87.675547,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9130,11,WEST ENGLEWOOD,16,JoAnn Thompson
EBERHART,609898,POINT (-87.7079526340532 41.774420451575004),3400 W 65th Pl,60629,41.77442,-87.707953,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9190,10,CHICAGO LAWN,23,Michael R. Zalewski
EBINGER,609899,POINT (-87.81116978458577 42.00440792082284),7350 W Pratt Ave,60631,42.004408,-87.81117,Network 1,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1070,1,EDISON PARK,41,Mary O'Connor
CURTIS,609900,POINT (-87.62165260769711 41.68541839961311),32 E 115th St,60628,41.685418,-87.621653,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5050,13,ROSELAND,9,Anthony A. Beale
EDGEBROOK,609901,POINT (-87.76184047494398 41.99943683282867),6525 N Hiawatha Ave,60646,41.999437,-87.76184,ISP,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1194,1,FOREST GLEN,41,Mary O'Connor
METCALFE,609902,POINT (-87.63430552146107 41.669444022000064),12339 S Normal Ave,60628,41.669444,-87.634306,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5590,13,WEST PULLMAN,34,Carrie M. Austin
EDWARDS,609903,POINT (-87.72585617780953 41.80554153937759),4815 S Karlov Ave,60632,41.805542,-87.725856,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4875,8,ARCHER HEIGHTS,14,Edward M. Burke
ELLINGTON,609904,POINT (-87.76658937744578 41.885529579816364),243 N Parkside Ave,60644,41.88553,-87.766589,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6361,3,AUSTIN,29,Deborah L. Graham
ERICSON,609907,POINT (-87.71580443126261 41.875744122387985),3600 W 5th Ave,60624,41.875744,-87.715804,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6660,5,EAST GARFIELD PARK,28,Jason C. Ervin
ESMOND,609908,POINT (-87.66915866972074 41.689419605923355),1865 W Montvale Ave,60643,41.68942,-87.669159,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2650,10,MORGAN PARK,19,Matthew J. O'Shea
EVERETT,609909,POINT (-87.68131030397245 41.83155516036679),3419 S Bell Ave,60608,41.831555,-87.68131,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)535-4550,8,MCKINLEY PARK,12,George A. Cardenas
FALCONER,609910,POINT (-87.74933062509248 41.93578457338712),3020 N Lamon Ave,60641,41.935785,-87.749331,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)534-3560,3,BELMONT CRAGIN,31,Ray Suarez
FARNSWORTH,609912,POINT (-87.76607165770453 41.9797900550337),5414 N Linder Ave,60630,41.97979,-87.766072,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3535,1,JEFFERSON PARK,45,John Arena
FERNWOOD,609917,POINT (-87.64041364601377 41.711183621888566),10041 S Union Ave,60628,41.711184,-87.640414,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2700,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
FIELD,609918,POINT (-87.66998540121291 42.0096638544324),7019 N Ashland Ave,60626,42.009664,-87.669985,Network 2,District,ES,"4, 5, 6, 7, 8",1(773)534-2030,2,ROGERS PARK,49,Joe A. Moore
FISKE,609919,POINT (-87.60863289677822 41.78518281595433),6020 S Langley Ave,60637,41.785183,-87.608633,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0990,9,WOODLAWN,20,Willie B. Cochran
KANOON,609920,POINT (-87.70511207744957 41.85077148316291),2233 S Kedzie Ave,60623,41.850771,-87.705112,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1736,7,SOUTH LAWNDALE,12,George A. Cardenas
TELPOCHCALLI,609921,POINT (-87.69600587941514 41.84794743181953),2832 W 24th Blvd,60623,41.847947,-87.696006,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1402,7,SOUTH LAWNDALE,12,George A. Cardenas
BELMONT-CRAGIN,609922,POINT (-87.75684290347073 41.920150046216754),5252 W Palmer St,60639,41.92015,-87.756843,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2900,3,BELMONT CRAGIN,36,Nicholas Sposato
FORT DEARBORN,609924,POINT (-87.65548116040235 41.72967267427433),9025 S Throop St,60620,41.729673,-87.655481,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2680,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
KELLMAN,609925,POINT (-87.70216290453644 41.87016771674499),3030 W Arthington St,60612,41.870168,-87.702163,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6602,5,EAST GARFIELD PARK,28,Jason C. Ervin
FRANKLIN,609926,POINT (-87.63551281030391 41.90659998963077),225 W Evergreen Ave,60610,41.9066,-87.635513,Network 4,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-8510,4,NEAR NORTH SIDE,27,"Walter Burnett, Jr."
FOSTER PARK,609927,POINT (-87.66809931189269 41.738425477021146),8530 S Wood St,60620,41.738425,-87.668099,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2725,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
FULLER,609928,POINT (-87.61178404274118 41.81800340294159),4214 S St Lawrence Ave,60653,41.818003,-87.611784,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1687,9,GRAND BOULEVARD,4,"William ""Will"" D. Burns"
FULTON,609929,POINT (-87.66843588139683 41.7975802703773),5300 S Hermitage Ave,60609,41.79758,-87.668436,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9000,11,NEW CITY,16,JoAnn Thompson
FUNSTON,609930,POINT (-87.71689166494224 41.91761651356991),2010 N Central Park Ave,60647,41.917617,-87.716892,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4125,4,LOGAN SQUARE,26,Roberto Maldonado
GALE,609933,POINT (-87.67193897606161 42.0210905573077),1631 W Jonquil Ter,60626,42.021091,-87.671939,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2100,2,ROGERS PARK,49,Joe A. Moore
GALLISTEL,609935,POINT (-87.53517530621241 41.70680099904343),10347 S Ewing Ave,60617,41.706801,-87.535175,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6540,13,EAST SIDE,10,John A. Pope
GARVY,609937,POINT (-87.79623511347634 41.97635166333006),5225 N Oak Park Ave,60656,41.976352,-87.796235,Network 1,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1185,1,NORWOOD PARK,41,Mary O'Connor
GARY,609938,POINT (-87.7186966352411 41.837065151315606),3740 W 31st St,60623,41.837065,-87.718697,Network 7,District,ES,"PK, 3, 4, 5, 6, 7, 8",1(773)534-1455,7,SOUTH LAWNDALE,22,Ricardo Munoz
GILLESPIE,609939,POINT (-87.62371943795503 41.72533227871203),9301 S State St,60619,41.725332,-87.623719,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5065,12,ROSELAND,9,Anthony A. Beale
RANDOLPH,609941,POINT (-87.67596551370933 41.76061412716346),7316 S Hoyne Ave,60636,41.760614,-87.675966,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9015,11,WEST ENGLEWOOD,17,Latasha R. Thomas
GOETHE,609942,POINT (-87.69289969575996 41.92283100686743),2236 N Rockwell St,60647,41.922831,-87.6929,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4135,4,LOGAN SQUARE,1,Proco (Joe) Moreno III
OWENS,609943,POINT (-87.62254566113222 41.67061753941053),12302 S State St,60628,41.670618,-87.622546,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5475,13,WEST PULLMAN,9,Anthony A. Beale
GRISSOM,609944,POINT (-87.55330670974692 41.662480998189885),12810 S Escanaba Ave,60633,41.662481,-87.553307,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5380,13,HEGEWISCH,10,John A. Pope
GOUDY,609945,POINT (-87.65791249294597 41.97581652979213),5120 N Winthrop Ave,60640,41.975817,-87.657912,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2480,2,UPTOWN,48,Harry Osterman
GRAHAM ES,609947,POINT (-87.64334423529118 41.81330372874002),4436 S Union Ave,60609,41.813304,-87.643344,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1308,6,NEW CITY,11,James A. Balcer
GRAY,609949,POINT (-87.75711559878769 41.94876357882175),3730 N Laramie Ave,60641,41.948764,-87.757116,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3520,1,PORTAGE PARK,45,John Arena
ORTIZ DE DOMINGUEZ,609950,POINT (-87.71719032064492 41.838790519718465),3000 S Lawndale Ave,60623,41.838791,-87.71719,Network 7,District,ES,"PK, K, 1, 2",1(773)534-1600,7,SOUTH LAWNDALE,22,Ricardo Munoz
ARIEL,609951,POINT (-87.59750293142264 41.81117346141953),1119 E 46th St,60653,41.811173,-87.597503,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1996,9,KENWOOD,4,"William ""Will"" D. Burns"
GREENE,609952,POINT (-87.6714923697844 41.82966928098321),3525 S Honore St,60609,41.829669,-87.671492,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)535-4560,8,MCKINLEY PARK,12,George A. Cardenas
GREGORY,609954,POINT (-87.71866612875756 41.87074216207702),3715 W Polk St,60624,41.870742,-87.718666,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6820,5,EAST GARFIELD PARK,24,Michael D. Chandler
