the_geom,SCHOOL_ID,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
POINT (-87.58218173785268 41.726107454791666),610316,EARHART,"1710 E 93rd St, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.582181738,41.7261074559
POINT (-87.69207693007087 41.82389999976054),610317,BRIGHTON PARK,"3825 S Washtenaw Ave, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6920769295,41.8239000009
POINT (-87.66781651175461 41.82935561870738),610319,EVERGREEN MS,"3537 S Paulina St, 60609",ES,"6, 7, 8",District,-87.6678165117,41.8293556193
POINT (-87.71998811723657 41.95249186049323),610321,"MARSHALL, T MS","3900 N Lawndale Ave, 60618",ES,"7, 8",District,-87.7199881166,41.952491861
POINT (-87.55755003385275 41.73462671971637),610323,BOWEN HS,"2710 E 89th St, 60617",HS,"9, 10, 11, 12",District,-87.557550034,41.7346267209
POINT (-87.7080408764978 41.93397019544521),610325,LOGANDALE MS,"3212 W George St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7080408766,41.9339701962
POINT (-87.67521045891944 41.857754809048),610329,OROZCO,"1940 W 18th St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6752104591,41.85775481
POINT (-87.71542311991061 41.88621005936022),610334,RABY HS,"3545 W Fulton Blvd, 60624",HS,"9, 10, 11, 12",District,-87.7154231197,41.88621006
POINT (-87.64921669361973 41.75892473172105),610339,STAGG,"7424 S Morgan St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6492166933,41.7589247326
POINT (-87.77684656598319 41.94305449025786),610340,CHGO ACAD HS,"3400 N Austin Ave, 60634",HS,"9, 10, 11, 12",District,-87.776846566,41.9430544911
POINT (-87.68304994191865 41.90681580907238),610342,SABIN,"2216 W Hirsch St, 60622",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6830499423,41.9068158102
POINT (-87.60841876847849 41.81449879499185),610345,WOODSON,"4414 S Evans Ave, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6084187686,41.8144987962
POINT (-87.68106119770613 41.777510507274556),610347,CLAREMONT,"2300 W 64th St, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6810611971,41.7775105082
POINT (-87.5766429511519 41.729692360814184),610350,BLACK,"9101 S Euclid Ave, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5766429513,41.7296923617
POINT (-87.72995529240711 41.73884394057011),610352,DURKIN PARK,"8445 S Kolin Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7299552926,41.7388439413
POINT (-87.71165364057762 41.824377327213384),610353,CALMECA,"3456 W 38th St, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7116536402,41.8243773278
POINT (-87.7071507281792 41.961721055910864),610354,NORTH RIVER,"4416 N Troy St, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7071507286,41.961721057
POINT (-87.66385296311167 41.96230777171522),610355,COURTENAY,"4420 N Beacon St, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.663852963,41.9623077724
POINT (-87.69894610650913 41.84776169413336),610357,SPRY HS,"2400 S Marshall Blvd, 60623",HS,"9, 10, 11",District,-87.6989461063,41.8477616953
POINT (-87.63930546895577 41.715665357544054),610362,EVERS,"9811 S Lowe Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6393054686,41.7156653581
POINT (-87.6460827440443 41.95681613022009),610363,DISNEY,"4140 N Marine Dr, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6460827438,41.9568161312
POINT (-87.61432001021883 41.653732980686485),610364,DUBOIS,"330 E 133rd St, 60827",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6143200102,41.6537329819
POINT (-87.64804432348328 41.71619329561056),610366,WACKER,"9746 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6480443235,41.7161932962
POINT (-87.76629755455644 41.8779788328372),610367,DEPRIEST,"139 S Parkside Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7662975549,41.8779788337
POINT (-87.62986865964777 41.705342321152955),610368,"HUGHES, L","240 W 104th St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6298686592,41.7053423221
POINT (-87.64676673439911 41.73412547213793),610369,"JACKSON, M","917 W 88th St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6467667342,41.7341254726
POINT (-87.62502997956442 41.80611759680971),610380,"WILLIAMS, D","4934 S Wabash Ave, 60615",HS,"9, 10, 11, 12",District,-87.6250299802,41.8061175974
POINT (-87.62500446842496 41.80520417036024),610381,BRONZEVILLE HS,"4934 S Wabash Ave, 60615",HS,"9, 10, 11, 12",District,-87.6250044685,41.8052041708
POINT (-87.73529946932085 41.83350727440447),610383,GREATER LAWNDALE HS,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352994692,41.8335072748
POINT (-87.73527796161464 41.83616881791408),610384,INFINITY HS,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352779612,41.836168819
POINT (-87.73528329704085 41.83528187282801),610385,MULTICULTURAL ACAD SCHOLARSHIP,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352832975,41.8352818738
POINT (-87.66737776499681 41.80351471547385),610386,PEACE AND EDUCATION HS,"4946 S Paulina St, 60609",HS,"10, 11, 12",District,-87.667377765,41.8035147161
POINT (-87.72616633101569 41.8944488261328),610389,ORR HS,"730 N Pulaski Rd, 60624",HS,"9, 10, 11, 12",District,-87.7261663315,41.8944488267
POINT (-87.66578850846128 41.98902070946669),610390,RICKOVER HS,"5900 N Glenwood Ave, 60660",HS,"9, 10, 11, 12",District,-87.6657885083,41.98902071
POINT (-87.67166184964424 41.78204080286074),610391,LINDBLOM HS,"6130 S Wolcott Ave, 60636",HS,"7, 8, 9, 10, 11, 12",District,-87.6716618501,41.7820408035
POINT (-87.73529221730786 41.83439661641913),610392,WORLD LANGUAGE HS,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352922169,41.8343966176
POINT (-87.65247334563585 41.96554746082514),610394,UPLIFT HS,"900 W Wilson Ave, 60640",HS,"9, 10, 11, 12",District,-87.652473346,41.9655474621
POINT (-87.70644464862602 41.7644070751603),610396,TARKINGTON,"3330 W 71st St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7064446481,41.7644070762
POINT (-87.69076139189741 41.94138763973928),610402,DEVRY HS,"3300 N Campbell Ave, 60618",HS,"11, 12",District,-87.6907613918,41.9413876402
POINT (-87.6776361122946 41.883214516587714),610405,SUDER,"2022 W Washington Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6776361121,41.8832145178
POINT (-87.7020415857877 41.86414856686577),610499,COLLINS HS,"1313 S Sacramento Dr, 60623",HS,"9, 10, 11, 12",District,-87.7020415857,41.8641485679
POINT (-87.76190894947844 41.88512294378052),610501,AUSTIN POLY HS,"231 N Pine Ave, 60644",HS,"9, 10, 11, 12",District,-87.7619089499,41.8851229442
POINT (-87.68831372379145 41.87912345888743),610502,MARINE MILITARY HS,"145 S Campbell Ave, 60612",HS,"10, 11, 12",District,-87.6883137238,41.8791234596
POINT (-87.72724437841765 41.86697962686208),610503,FRAZIER PROSPECTIVE,"4027 W Grenshaw St, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7272443786,41.8669796272
POINT (-87.67754185004422 41.827774912780285),610504,THOMAS,"3625 S Hoyne Ave, 60609",ES,PK,District,-87.6775418498,41.8277749139
POINT (-87.6330187904462 41.781484903182914),610506,TEAM HS,"6201 S Stewart Ave, 60621",HS,"9, 10, 11, 12",District,-87.6330187908,41.7814849041
POINT (-87.63275698312634 41.828145322049565),610513,AIR FORCE HS,"3630 S Wells St, 60609",HS,"9, 10, 11, 12",District,-87.6327569828,41.8281453226
POINT (-87.76191637273237 41.88599328647998),610518,VOISE HS,"231 N Pine Ave, 60644",HS,"9, 10, 11, 12",District,-87.7619163731,41.8859932875
POINT (-87.67369603171919 41.902914456505975),610520,LASALLE II,"1148 N Honore St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6736960316,41.9029144575
POINT (-87.66652988325733 41.771221111228726),610521,"DAVIS, M","6730 S Paulina St, 60636",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6665298837,41.7712211118
POINT (-87.81377123403563 41.99423794962509),610523,EDISON PARK,"6220 N Olcott Ave, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.8137712342,41.9942379501
POINT (-87.68056201258314 41.93579455558985),610524,ALCOTT PREP HS,"2957 N Hoyne Ave, 60618",HS,"9, 10, 11, 12",District,-87.6805620129,41.9357945563
POINT (-87.65940468445534 41.8935476378506),610529,OGDEN HS,"1250 W Erie St, 60642",HS,"6, 7, 8, 9, 10, 11, 12",District,-87.6594046839,41.8935476382
POINT (-87.5903961020606 41.76775510872349),610530,SOUTHSHORE,"1415 E 70th St, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5903961019,41.7677551092
POINT (-87.7113699213332 41.793479329251525),610532,HERNANDEZ MS,"3510 W 55th St, 60632",ES,"6, 7, 8",District,-87.7113699217,41.7934793304
POINT (-87.76578057130992 41.921317581679105),610533,PRIETO,"2231 N Central Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7657805707,41.9213175827
POINT (-87.6448414947778 41.905109118866676),610534,SKINNER NORTH,"640 W Scott St, 60610",ES,"K, 1, 2, 3, 4, 5, 6, 7",District,-87.6448414953,41.9051091196
POINT (-87.77012725797415 41.93493062208358),610539,CAMRAS,"3000 N Mango Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7701272578,41.934930623
POINT (-87.72478312355827 41.94002591322928),610541,LORCA,"3231 N Springfield Ave, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7247831232,41.9400259138
POINT (-87.7059172053415 42.00295899415031),610542,WEST RIDGE,"6700 N Whipple St, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7059172054,42.0029589949
POINT (-87.71105882218495 41.79520055456999),610543,SOLORIO HS,"5400 S St Louis Ave, 60632",HS,"9, 10, 11, 12",District,-87.7110588223,41.7952005555
POINT (-87.73992023378516 41.77107907193362),610544,AZUELA,"4707 W Marquette Rd, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7399202335,41.7710790731
POINT (-87.57635263779207 41.75879166256017),610547,SOUTH SHORE INTL HS,"1955 E 75th St, 60649",HS,"9, 10, 11, 12",District,-87.5763526381,41.7587916633
POINT (-87.6649691328381 41.868575878584245),610548,STEM ACADEMY,"1522 W Fillmore St, 60607",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.6649691329,41.8685758796
POINT (-87.75406405298797 41.895677725009506),610555,BANNER ACADEMY WEST HS,"819 N Leamington Ave, 60651",HS,"9, 10, 11, 12",ALOP,-87.7540640528,41.8956777254
POINT (-87.70406006783527 41.73523902189959),610557,PATHWAYS IN EDUCATION HS,"3270 W 87th St, 60652",HS,"9, 10, 11, 12",ALOP,-87.7040600674,41.7352390227
POINT (-87.70734534806047 41.753749801742536),610558,GOODE ACAD HS,"7651 S Homan Ave, 60652",HS,"9, 10, 11",District,-87.7073453478,41.7537498029
POINT (-87.68977977275121 41.80649141085714),610559,SHIELDS MIDDLE,"2611 W 48th St, 60632",ES,"5, 6, 7, 8",District,-87.689779773,41.8064914112
POINT (-87.6833013465923 41.87694744316895),610561,CRANE MEDICAL PREP HS,"2245 W Jackson Blvd, 60612",HS,"9, 10",District,-87.6833013467,41.8769474442
POINT (-87.6775413678762 41.80841254258602),610563,BACK OF THE YARDS HS,"2111 W 47th St, 60609",HS,"9, 10",District,-87.6775413678,41.8084125436
POINT (-87.72136351133383 41.95248766939361),610564,DISNEY II MAGNET HS,"3900 N Lawndale Ave, 60618",HS,"7, 8, 9, 10",District,-87.7213635115,41.9524876699
POINT (-87.64912434695815 41.763895973300585),610565,EXCEL ACADEMY - ENGLEWOOD HS,"7141 S Morgan St, 60621",HS,"9, 10, 11",Contract,-87.6491243465,41.7638959739
POINT (-87.70660367604683 41.86647785082858),610566,MAGIC JOHNSON ACADEMY- NORTH LAWNDALE HS,"3222 W Roosevelt Rd, 60624",HS,"9, 10, 11, 12",ALOP,-87.7066036763,41.8664778515
POINT (-87.64269696865162 41.69515983901628),610567,MAGIC JOHNSON ACADEMY- ROSELAND HS,"10928 S. Halsted Ave, 60661",HS,"9, 10",ALOP,-87.6426969685,41.6951598398
POINT (-87.70520632190492 41.939433209108394),610568,PATHWAYS IN EDUCATION - AVONDALE HS,"3100 W Belmont Ave, 60618",HS,"9, 10, 11, 12",ALOP,-87.7052063219,41.9394332097
POINT (-87.80668177211628 42.017171238947576),610569,OMBUDSMAN - NORTHWEST HS,"7500 N Harlem Ave, 60631",HS,"9, 10, 11, 12",ALOP,-87.806681772,42.0171712394
POINT (-87.68363453082763 41.78302658059831),610570,OMBUDSMAN - SOUTH HS,"6057 S. Western Ave, 60635",HS,9,ALOP,-87.683634531,41.7830265818
POINT (-87.68784229509059 41.874672994282946),610571,OMBUDSMAN - WEST HS,"2401 W. Congress Pkwy, 60612",HS,"9, 10, 11, 12",ALOP,-87.6878422947,41.8746729951
POINT (-87.57588303422331 41.75201588134547),610574,WINNIE MANDELA HS,"7847 S Jeffery Blvd, 60649",HS,"9, 10, 11, 12",ALOP,-87.5758830347,41.7520158821
POINT (-87.64628397532752 41.76872909036085),610582,MAGIC JOHNSON ACADEMY-ENGLEWOOD HS,"845 W. 69th Street, 60621",HS,"9, 10, 11, 12",ALOP,-87.6462839759,41.7687290911
POINT (-87.6878889934761 41.90292503117001),610580,MAGIC JOHNSON ACADEMY- HUMBOLDT PK HS,"2421 W. Division, 60622",HS,"9, 10, 11, 12",ALOP,-87.6878889935,41.9029250324
POINT (-87.55990690212751 41.74267138180483),400168,GREAT LAKES CHTR,"8401 S Saginaw Ave, 60617",ES,"K, 1",Charter,-87.559906902,41.7426713822
POINT (-87.55051275982352 41.75311714101605),610572,CAMELOT SAFE ACADEMY ES,"7877 S Coles Ave, 60603",ES,"6, 7, 8",Safe,-87.5505127594,41.7531171419
POINT (-87.6464131367942 41.929849851985445),609774,ALCOTT ES,"2625 N Orchard St, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6464131369,41.9298498527
POINT (-87.70018447219638 41.84774672194433),610184,SPRY ES,"2400 S Marshall Blvd, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7001844719,41.8477467228
POINT (-87.62929656939367 41.89997648907867),610101,OGDEN ES,"24 W Walton St, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9",District,-87.62929657,41.8999764899
POINT (-87.73067837614433 41.95046050541308),610515,DISNEY II ES,"3815 N Kedvale Ave, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9",District,-87.7306783758,41.9504605058
POINT (-87.5518035520084 41.75311490093142),610573,CAMELOT SAFE ACADEMY HS,"7877 S Coles Ave, 60603",HS,"9, 10, 11, 12",Safe,-87.5518035521,41.7531149016
