SCHOOL_ID,the_geom,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
610043,POINT (-87.78391939261223 41.91274546494416),LOVETT,"6333 W BLOOMINGDALE AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7839193923,41.9127454661
610044,POINT (-87.7102163817087 41.906492153080826),LOWELL,"3320 W HIRSCH ST, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7102163813,41.9064921541
610046,POINT (-87.77721093876185 41.934191471084844),LYON,"2941 N MCVICKER AVE, 60634",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7772109391,41.9341914722
610047,POINT (-87.59074904260635 41.759547651542576),MADISON,"7433 S DORCHESTER AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5907490426,41.7595476525
610048,POINT (-87.63978978772889 41.90824751957904),MANIERRE,"1420 N HUDSON AVE, 60610",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6397897876,41.9082475203
610051,POINT (-87.75821282070926 41.92048339242492),NORTHWEST,"5252 W PALMER ST, 60639",MS,"6, 7, 8","District, non-alternative",-87.7582128207,41.9204833935
610052,POINT (-87.57477899715761 41.748274490026866),MANN,"8050 S CHAPPEL AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5747789973,41.7482744909
610053,POINT (-87.69699315173008 41.773881741701956),MARQUETTE,"6550 S RICHMOND ST, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6969931512,41.7738817424
610054,POINT (-87.55244680384249 41.71658839290666),MARSH,"9822 S EXCHANGE AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5524468038,41.716588394
610055,POINT (-87.70809136267425 41.87968615272106),FARADAY,"3250 W MONROE ST, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7080913628,41.8796861537
610056,POINT (-87.73046974458688 41.856907142183815),MASON,"4217 W 18TH ST, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7304697444,41.8569071431
610057,POINT (-87.69215172295159 41.78090343612378),FAIRFIELD,"6201 S FAIRFIELD AVE, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6921517227,41.7809034369
610059,POINT (-87.65725070459065 41.92320418758886),MAYER,"2250 N CLIFTON AVE, 60614",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6572507044,41.9232041888
610060,POINT (-87.66098384268757 41.87427220317666),"JACKSON, A","1340 W HARRISON ST, 60607",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6609838426,41.8742722041
610062,POINT (-87.64113925878345 41.82999232929302),MCCLELLAN,"3527 S WALLACE ST, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6411392583,41.8299923303
610063,POINT (-87.70626340785078 41.84226791034066),MCCORMICK,"2712 S SAWYER AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.7062634078,41.8422679111
610065,POINT (-87.60939386436606 41.77542334797114),TILL,"6543 S CHAMPLAIN AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6093938642,41.775423349
610066,POINT (-87.6192510722393 41.734549325801716),MCDADE,"8801 S INDIANA AVE, 60619",ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6192510722,41.7345493266
610067,POINT (-87.69182315770882 41.76814253275071),MCKAY,"6901 S FAIRFIELD AVE, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6918231574,41.7681425338
610068,POINT (-87.76151561669319 41.923982692036944),HANSON PARK,"5411 W FULLERTON AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7615156167,41.9239826928
610070,POINT (-87.67625149092332 41.9678474236255),MCPHERSON,"4728 N WOLCOTT AVE, 60640",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6762514912,41.9678474246
610073,POINT (-87.68318543360031 41.89210959980677),MITCHELL,"2233 W OHIO ST, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6831854336,41.8921096005
610074,POINT (-87.71922456812531 41.93001603699281),MONROE,"3651 W SCHUBERT AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7192245676,41.9300160382
610075,POINT (-87.66640752514905 41.86472458806928),MONTEFIORE,"1310 S ASHLAND AVE, 60608",ES,"3, 4, 5, 6, 7, 8","District, Special Ed.",-87.6664075251,41.8647245889
610076,POINT (-87.69697811520399 41.91250483132056),MOOS,"1711 N CALIFORNIA AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6969781149,41.9125048321
610077,POINT (-87.68858591274889 41.784312702295),MORRILL,"6011 S ROCKWELL ST, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6885859124,41.7843127035
610078,POINT (-87.65157417266373 41.94903073364339),INTER-AMERICAN,"851 W WAVELAND AVE, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6515741722,41.9490307345
610081,POINT (-87.64134020844158 41.844427598583216),SHERIDAN,"533 W 27TH ST, 60616",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6413402085,41.8444275993
610082,POINT (-87.70584654720378 41.69573313042636),MOUNT GREENWOOD,"10841 S HOMAN AVE, 60655",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.705846547,41.6957331315
610083,POINT (-87.78963078591224 41.970152321121795),BEARD,"6445 W STRONG ST, 60656",ES,"PE, PK, K, 1, 2, 3","District, Special Ed.",-87.7896307856,41.970152322
610084,POINT (-87.6972778577537 41.69714289322803),KELLER,"3020 W 108TH ST, 60655",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6972778577,41.6971428941
610086,POINT (-87.64761587861786 41.70195277579002),MOUNT VERNON,"10540 S MORGAN ST, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6476158784,41.7019527766
610087,POINT (-87.79060515068507 41.776583706652765),BLAIR,"6751 W 63RD PL, 60638",ES,"PE, PK, K, 1","District, Special Ed.",-87.7906051507,41.7765837077
610088,POINT (-87.72185140917999 41.92091024574002),MOZART,"2200 N HAMLIN AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7218514087,41.9209102464
610089,POINT (-87.71683247731829 41.95010518952336),MURPHY,"3539 W GRACE ST, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7168324771,41.9501051904
610090,POINT (-87.59337707458458 41.798535074113396),MURRAY,"5335 S KENWOOD AVE, 60615",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5933770745,41.7985350751
610091,POINT (-87.63899431320903 41.66487273658205),"BROWN, R","12607 S UNION AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6389943131,41.6648727374
610092,POINT (-87.74721567984683 41.892201999683266),NASH,"4837 W ERIE ST, 60644",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7472156799,41.8922020005
610093,POINT (-87.62097008560535 41.73840603636035),NEIL,"8555 S MICHIGAN AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6209700855,41.7384060373
610094,POINT (-87.64452447910553 41.94163726097141),NETTELHORST,"3252 N BROADWAY, 60657",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6445244786,41.9416372619
610095,POINT (-87.64598961925019 41.91391977919634),NEWBERRY,"700 W WILLOW ST, 60614",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6459896196,41.9139197803
610096,POINT (-87.68910219926495 41.797714934691406),NIGHTINGALE,"5250 S ROCKWELL ST, 60632",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6891021992,41.7977149357
610097,POINT (-87.73145682641949 41.91958088212338),NIXON,"2121 N KEELER AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7314568264,41.9195808829
610098,POINT (-87.72995522793418 41.906182590589786),NOBEL,"4127 W HIRSCH ST, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7299552276,41.9061825912
610099,POINT (-87.80295418122273 41.98813255774072),NORWOOD PARK,"5900 N NINA AVE, 60631",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8029541807,41.9881325587
610100,POINT (-87.73247982046196 41.90690649689985),WEST PARK,"1425 N TRIPP AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7324798201,41.906906498
610101,POINT (-87.62929657059873 41.89997648908605),OGDEN,"24 W WALTON ST, 60610",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.6292965706,41.89997649
610102,POINT (-87.6454328542955 41.75467056840057),OGLESBY,"7646 S GREEN ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6454328537,41.7546705695
610103,POINT (-87.57276930787114 41.76860289310985),O'KEEFFE,"6940 S MERRILL AVE, 60649",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.572769308,41.7686028942
610104,POINT (-87.79310811447267 41.99376290817755),ONAHAN,"6634 W RAVEN ST, 60631",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7931081147,41.9937629089
610105,POINT (-87.81201726668621 41.97850099214355),ORIOLE PARK,"5424 N OKETO AVE, 60656",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8120172663,41.9785009928
610106,POINT (-87.73122387273396 41.90014025693243),PICCOLO,"1040 N KEELER AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7312238725,41.9001402581
610107,POINT (-87.66546295667769 41.89180557455435),OTIS,"525 N ARMOUR ST, 60642",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6654629564,41.8918055758
610108,POINT (-87.67505994789856 41.774164347785366),O'TOOLE,"6550 S SEELEY AVE, 60636",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6750599481,41.7741643486
610109,POINT (-87.70578572232087 41.742849384940264),OWEN,"8247 S CHRISTIANA AVE, 60652",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.705785722,41.7428493857
610110,POINT (-87.61978027901107 41.82738270346677),"WELLS, I","249 E 37TH ST, 60653",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6197802793,41.8273827046
610111,POINT (-87.73924971170928 41.973288837196485),PALMER,"5051 N KENNETH AVE, 60630",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7392497117,41.973288838
610112,POINT (-87.63522954676468 41.77079113155291),PARKER,"6800 S STEWART AVE, 60621",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6352295469,41.7707911327
610115,POINT (-87.61158224045155 41.766476011008855),PARK MANOR,"7037 S RHODES AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6115822401,41.7664760121
610116,POINT (-87.58291773409256 41.768555709134645),PARKSIDE,"6938 S EAST END AVE, 60649",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.582917734,41.7685557101
610117,POINT (-87.73270311387219 41.78689479221007),PASTEUR,"5825 S KOSTNER AVE, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7327031135,41.7868947931
610120,POINT (-87.71921546786317 41.78787153451468),PECK,"3826 W 58TH ST, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7192154676,41.7878715357
610121,POINT (-87.68365235836364 41.87159493035247),IRVING,"749 S OAKLEY BLVD, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6836523579,41.8715949314
610122,POINT (-87.66585055527547 41.98348323011872),PEIRCE,"1423 W BRYN MAWR AVE, 60660",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6658505553,41.9834832309
610123,POINT (-87.72126297246537 41.858387123095625),PENN,"1616 S AVERS AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7212629723,41.8583871239
610124,POINT (-87.5962199888934 41.72853462291173),"WASHINGTON, H","9130 S UNIVERSITY AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5962199887,41.7285346238
610125,POINT (-87.68070784199396 41.848101524830454),RUIZ,"2410 S LEAVITT ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6807078415,41.848101526
610126,POINT (-87.61830096236568 41.83652730094017),PERSHING,"3200 S CALUMET AVE, 60616",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6183009624,41.8365273021
610127,POINT (-87.71254580490228 41.981557603539784),PETERSON,"5510 N CHRISTIANA AVE, 60625",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7125458047,41.9815576047
610128,POINT (-87.64761377852427 41.70660231043479),GARVEY,"10309 S MORGAN ST, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6476137784,41.7066023113
610129,POINT (-87.68329075264208 41.85292783606455),PICKARD,"2301 W 21ST PL, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6832907524,41.8529278372
610130,POINT (-87.60789026293848 41.7403127987437),PIRIE,"650 E 85TH ST, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6078902624,41.7403127995
610131,POINT (-87.69252497949674 41.860231462892614),PLAMONDON,"2642 W 15TH PL, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6925249792,41.860231464
610132,POINT (-87.60638256327786 41.70263054534923),POE,"10538 S LANGLEY AVE, 60628",ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6063825634,41.7026305463
610133,POINT (-87.7187605735078 41.89323619419131),"WARD, L","646 N LAWNDALE AVE, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7187605733,41.893236195
610135,POINT (-87.76100638778388 41.95696019862974),PORTAGE PARK,"5330 W BERTEAU AVE, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7610063875,41.9569601994
610136,POINT (-87.66952690256338 41.928813662424744),PRESCOTT,"1632 W WRIGHTWOOD AVE, 60614",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6695269024,41.9288136632
610137,POINT (-87.77237740939457 41.965619778986856),PRUSSING,"4650 N MENARD AVE, 60630",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7723774091,41.9656197802
610138,POINT (-87.68380056244231 41.91845884411072),PULASKI,"2230 W MCLEAN AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6838005623,41.9184588451
610139,POINT (-87.60946757227495 41.68881890027873),PULLMAN,"11311 S FORRESTVILLE AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6094675717,41.6888189011
610141,POINT (-87.67088566238176 41.96074632868702),RAVENSWOOD,"4332 N PAULINA ST, 60613",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6708856623,41.9607463295
610142,POINT (-87.59478873436976 41.792347344286966),RAY,"5631 S KIMBARK AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7","District, non-alternative",-87.5947887344,41.7923473454
610143,POINT (-87.60492483632163 41.80414635348902),REAVIS,"834 E 50TH ST, 60615",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6049248358,41.8041463543
610144,POINT (-87.71954001268345 41.94106655116062),REILLY,"3650 W SCHOOL ST, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7195400122,41.941066552
610145,POINT (-87.76901936550631 41.94301827991449),REINBERG,"3425 N MAJOR AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7690193654,41.9430182808
610146,POINT (-87.60017639007768 41.76416842404974),REVERE,"1010 E 72ND ST, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6001763898,41.764168425
610147,POINT (-87.69722218960396 42.01526531250892),ROGERS,"7345 N WASHTENAW AVE, 60645",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6972221895,42.0152653133
610148,POINT (-87.66607360530935 41.80714233328637),CHAVEZ,"4747 S MARSHFIELD AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.666073605,41.8071423339
610152,POINT (-87.61810308925996 41.751945120883775),RUGGLES,"7831 S PRAIRIE AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6181030893,41.7519451217
610153,POINT (-87.63880606965108 41.73537991616742),RYDER,"8716 S WALLACE ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6388060695,41.7353799171
610155,POINT (-87.74592020692215 41.99115475444451),SAUGANASH,"6040 N KILPATRICK AVE, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7459202071,41.9911547553
610157,POINT (-87.70496911688264 41.79749877969485),SAWYER,"5248 S SAWYER AVE, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.704969117,41.7974987807
610158,POINT (-87.79868397415042 41.91415122714215),SAYRE,"1850 N NEWLAND AVE, 60707",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7986839745,41.9141512279
610159,POINT (-87.73217948590366 41.941705040003136),SCAMMON,"4201 W HENDERSON ST, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7321794854,41.9417050408
610163,POINT (-87.81419581748511 42.016919068771266),STOCK,"7507 W BIRCHWOOD AVE, 60631",ES,"PE, PK","District, Special Ed.",-87.8141958174,42.0169190697
610165,POINT (-87.76122720374717 41.93040254505224),SCHUBERT,"2727 N LONG AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.7612272035,41.9304025462
610167,POINT (-87.66873533734189 41.81033374912977),SEWARD,"4600 S HERMITAGE AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6687353373,41.81033375
610170,POINT (-87.70416192799306 41.81106944834263),COLUMBIA EXPLORERS,"4520 S KEDZIE AVE, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7041619282,41.8110694495
610171,POINT (-87.55275131542248 41.731717420561935),MIRELES,"9000 S EXCHANGE AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.552751315,41.7317174213
610172,POINT (-87.65021158181865 41.7997397744315),SHERMAN,"1000 W 52ND ST, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6502115817,41.7997397756
610173,POINT (-87.63227933474349 41.79082768403265),SHERWOOD,"245 W 57TH ST, 60621",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6322793349,41.7908276852
610174,POINT (-87.6896105582621 41.8159099718334),SHIELDS,"4250 S ROCKWELL ST, 60632",ES,"PE, PK, K, 1, 2, 3, 4","District, non-alternative",-87.6896105582,41.8159099729
610175,POINT (-87.59390427757528 41.80426657875306),SHOESMITH,"1330 E 50TH ST, 60615",ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.5939042774,41.8042665798
610176,POINT (-87.65863245125495 41.69091954376541),SHOOP,"11140 S BISHOP ST, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6586324507,41.6909195449
610177,POINT (-87.65941826691325 41.87907510642077),SKINNER,"1260 W ADAMS ST, 60607",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6594182664,41.8790751072
610178,POINT (-87.59696849704126 41.71698817713326),SCHMID,"9755 S GREENWOOD AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5969684966,41.7169881777
610179,POINT (-87.78193778180514 41.9588686504399),SMYSER,"4310 N MELVINA AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7819377818,41.9588686513
610180,POINT (-87.65344524303316 41.865378459150584),SMYTH,"1059 W 13TH ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6534452429,41.8653784601
610182,POINT (-87.72400585064369 41.99394268997916),SOLOMON,"6206 N HAMLIN AVE, 60659",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7240058507,41.9939426908
610183,POINT (-87.75040802132807 41.88487712159479),SPENCER TECH ACAD,"214 N LAVERGNE AVE, 60644",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7504080208,41.8848771225
610184,POINT (-87.6990540928824 41.84816154840842),SPRY,"2400 S MARSHALL BLVD, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6990540931,41.8481615496
610185,POINT (-87.73162905362611 41.74710760153955),STEVENSON,"8010 S KOSTNER AVE, 60652",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7316290535,41.7471076026
610188,POINT (-87.64001020855832 41.69649547529807),DUNNE TECH ACAD,"10845 S UNION AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.640010208,41.6964954764
610191,POINT (-87.6848295519566 41.99535814945644),STONE,"6239 N LEAVITT ST, 60659",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6848295521,41.9953581506
610192,POINT (-87.71331702255826 41.911910639465596),STOWE,"3444 W WABANSIA AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7133170224,41.9119106401
610193,POINT (-87.54296424574096 41.743828100787304),NEW SULLIVAN,"8331 S MACKINAW AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5429642457,41.7438281019
610194,POINT (-87.73351104931773 41.87080268645388),SUMNER,"4320 W FIFTH AVE, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7335110495,41.8708026873
610195,POINT (-87.67685778682444 41.711444442321465),SUTHERLAND,"10015 S LEAVITT ST, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6768577869,41.7114444429
610196,POINT (-87.65825930715523 41.989139682123195),SWIFT,"5900 N WINTHROP AVE, 60660",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6582593074,41.9891396832
610197,POINT (-87.67372192130662 41.89237717605541),TALCOTT,"1840 W OHIO ST, 60622",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6737219208,41.892377177
610198,POINT (-87.5329341419444 41.71547036963699),TAYLOR,"9912 S AVENUE H, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5329341418,41.7154703708
610199,POINT (-87.65811157769076 41.677532883313404),COLEMON,"1441 W 119TH ST, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6581115772,41.6775328844
610200,POINT (-87.54444181708068 41.733329655443974),"THORP, J","8914 S BUFFALO AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.544441817,41.7333296562
610201,POINT (-87.77763072017828 41.94854387284602),"THORP, O","6024 W WARWICK AVE, 60634",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7776307199,41.9485438735
610202,POINT (-87.73060309812726 41.88410160654041),TILTON,"223 N KEELER AVE, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7306030981,41.8841016077
610203,POINT (-87.70821584426878 41.78752266434451),TONTI,"5815 S HOMAN AVE, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.7082158444,41.7875226654
610206,POINT (-87.75889173551114 41.799046964763235),TWAIN,"5134 S LOTUS AVE, 60638",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7588917356,41.7990469657
610207,POINT (-87.66552293325032 41.72082321350764),VANDERPOEL,"9510 S PROSPECT AVE, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.665522933,41.7208232147
610208,POINT (-87.62714703184419 41.69623490888967),LAVIZZO,"138 W 109TH ST, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6271470318,41.6962349097
610209,POINT (-87.72456845358892 41.971634203229314),VOLTA,"4950 N AVERS AVE, 60625",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7245684532,41.9716342041
610212,POINT (-87.70970074586076 41.9711409276749),ALBANY PARK,"4929 N SAWYER AVE, 60625",MS,"7, 8","District, non-alternative",-87.7097007454,41.9711409287
610213,POINT (-87.60098145770145 41.77347832108748),WADSWORTH,"6650 S ELLIS AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6009814577,41.7734783222
